station_id,actual_mean,predicted_mean,mae,bias,interval_width,coverage,station_lat,station_lng,val_mean,val_sum
6560.15,0.8333333333333334,0.229794549383314,0.683393810930132,-0.6035387839500194,1.5372756929966325,0.3333333333333333,40.75297,-73.98735,0.95238096,160.0
6578.01,0.5,4.557881077982273e-05,0.5000306297408583,-0.4999544211892202,0.5045885272739566,0.0,40.755943,-74.00211,1.1309524,190.0
6584.12,0.16666666666666666,0.00011537038285069912,0.1667562534034417,-0.16655129628381596,0.5323631890131171,0.0,40.755104,-73.97498,2.3214285,390.0
6593.15,1.6666666666666667,0.41752346817717506,1.2491466890516374,-1.2491431984894916,2.2239766125342726,0.6666666666666666,40.75695,-73.98263,4.077381,685.0
6602.03,2.0,0.5769922214640246,1.4230443366262382,-1.4230077785359754,2.812505487701261,0.6666666666666666,40.756405,-73.99003,3.267857,549.0
6602.05,0.5,0.804584211204201,0.922779844297717,0.304584211204201,2.952832243472585,0.3333333333333333,40.75757,-73.99098,3.5952382,604.0
6611.02,1.5,0.5254268654922877,1.2479629080286638,-0.9745731345077123,2.0450928080269932,0.16666666666666666,40.756603,-73.9979,2.7738094,466.0
6617.09,0.8333333333333334,0.08912028367679643,0.7581052033128799,-0.7442130496565369,1.33411304951458,0.16666666666666666,40.75828,-73.970695,2.3214285,390.0
6676.02,1.1666666666666667,1.1463545352259341,0.7764351954101585,-0.020312131440732628,3.4776400424899143,0.6666666666666666,40.759293,-73.988594,3.267857,549.0
6708.04,4.666666666666667,0.8046397079815506,4.044782389224565,-3.862026958685116,3.1430509879887722,0.3333333333333333,40.760178,-73.98487,2.0535715,345.0
6717.06,1.6666666666666667,0.8238034512323793,0.9771160418070698,-0.8428632154342873,2.9592792198466973,0.6666666666666666,40.760193,-73.99126,3.2559524,547.0
6726.01,1.8333333333333333,1.2839809991855873,1.2030161204311298,-0.5493523341477461,3.297353047632631,0.5,40.7603,-73.99884,4.696429,789.0
6740.10,0.6666666666666666,0.19483511125114697,0.558420487276635,-0.4718315554155197,1.515657682991142,0.5,40.76066,-73.98042,1.6488096,277.0
6747.06,1.8333333333333333,0.5586758208276782,1.767325122845553,-1.2746575125056552,2.2823875010820607,0.16666666666666666,40.76227,-73.987885,3.0714285,516.0
6747.07,2.1666666666666665,1.1124064974937937,1.8013099195110651,-1.054260169172873,3.460890267307169,0.3333333333333333,40.76171,-73.98655,1.6726191,281.0
6753.08,1.1666666666666667,0.6178124996937792,1.0931765275005698,-0.5488541669728875,2.5622857808662425,0.3333333333333333,40.761227,-73.96094,3.3333333,560.0
6756.01,1.3333333333333333,0.8504875134579682,0.6762799706096606,-0.4828458198753651,2.7865275788865724,0.6666666666666666,40.760094,-73.99462,3.5059524,589.0
6756.05,0.6666666666666666,0.35935430162741494,0.47787214332978084,-0.30731236503925174,2.0563156049068545,0.5,40.76201,-73.99698,2.3333333,392.0
6765.01,0.8333333333333334,1.4647512326959947e-05,0.8333228797365532,-0.8333186858210064,0.8212264939743746,0.0,40.760876,-74.00278,3.422619,575.0
6779.04,1.3333333333333333,0.25993955390367773,1.2146712073069164,-1.0733937794296555,1.7446500002013916,0.3333333333333333,40.762287,-73.98336,1.3452381,226.0
6779.05,1.0,0.4537831724834784,0.9642099955526646,-0.5462168275165217,2.1583385793162506,0.5,40.76344,-73.98268,1.1011904,185.0
6809.09,1.0,0.2524466394161209,0.7475611977100319,-0.7475533605838791,1.6054244339640888,0.6666666666666666,40.763187,-73.97843,1.6428572,276.0
6816.07,0.6666666666666666,0.6972407590316531,0.4738656840005812,0.030574092364986427,2.711921526130311,0.6666666666666666,40.763706,-73.98516,4.3333335,728.0
