epoch,train_pinball_loss,val_pinball_loss,seconds
1,0.1647948909804459,0.1482925675132058,29.222506284713745
2,0.13979564804135192,0.14251526567068967,29.32729482650757
3,0.13509700720378864,0.13980552052909678,29.210536241531372
4,0.13246109348317092,0.13869464722546665,29.21651792526245
5,0.13061598352892861,0.13646021973003042,29.148845434188843
6,0.1289396228473536,0.13644781695170835,29.126281023025513
7,0.1278450187120138,0.13353085802360015,29.385675191879272
8,0.12699988851060418,0.13442526310682296,28.652416229248047
