epoch,train_loss,val_loss,train_batches,val_batches
1,0.47417818413426477,0.4778715414660318,192,28
2,0.35599130640427273,0.43519894246544155,192,28
3,0.33408183107773465,0.4286876448563167,192,28
4,0.32128375287478167,0.4170212522149086,192,28
5,0.3141337858202557,0.4187079912849835,192,28
6,0.3085434475603203,0.4190425564135824,192,28
7,0.303830210895588,0.42109972132103785,192,28
8,0.2991698480521639,0.4224952533841133,192,28
