epoch,train_loss,val_loss,seconds
1,0.5523744200405322,0.5139668881893158,69.48783159255981
2,0.36941198894852084,0.4525096139737538,69.37536716461182
3,0.34039529216916936,0.4238676130771637,69.2518789768219
4,0.3247657791564339,0.4126628850187574,69.31285333633423
5,0.31610463198862576,0.4025470252547945,69.33883285522461
6,0.3095144764373177,0.40565715943064007,69.32152962684631
7,0.3039366791122838,0.3913968482187816,69.62245798110962
8,0.299878968690571,0.3959052285977772,69.5612211227417
9,0.2969854935219413,0.3915318229368755,69.56993389129639
10,0.2944019810149544,0.3995846722807203,69.55777978897095
11,0.2918730014248898,0.3949062419789178,69.53934454917908
12,0.2898213449277376,0.39612662153584616,69.64655756950378
