epoch,train_loss,train_base_loss,train_net_loss,val_loss,val_base_loss,val_net_loss,seconds
1,2.6853220462799072,2.3210556507110596,3.6426632404327393,14.799833297729492,12.799331665039062,20.00501823425293,0.4300215244293213
