epoch,train_loss,val_loss,seconds
1,0.6613257216779809,0.5391512640884945,69.78805136680603
2,0.4506169639135662,0.4746550385441099,69.60071611404419
3,0.41810547960431954,0.451208233833313,69.60425138473511
4,0.4036260752301467,0.4437684885093144,69.74858808517456
5,0.39544261725325336,0.43303414966378895,69.61093878746033
6,0.39116477778083397,0.43994373295988354,69.68633913993835
7,0.3866512483672092,0.42732933376516613,69.74142694473267
8,0.38372821243185745,0.4326496890613011,69.685781955719
9,0.3816991664861378,0.4304210692644119,69.7052550315857
10,0.3798066848202756,0.4341158760445459,69.48962211608887
11,0.37741909058470474,0.42868380674294065,69.57760882377625
12,0.37604160120612695,0.43070833810738157,69.55570125579834
