epoch,train_loss,train_base_loss,train_net_loss,val_loss,val_base_loss,val_net_loss,seconds
1,1.298063039779663,1.1111361980438232,1.8692679405212402,25.461193084716797,13.928898811340332,115.32293701171875,0.31484222412109375
