epoch,train_loss,val_loss,seconds
1,0.5513720694341158,0.5121018077645983,69.67030763626099
2,0.36895751921754133,0.45252956237111774,69.72695875167847
3,0.34017346030787415,0.4242929688521794,69.60076594352722
4,0.3247188404986733,0.41324649112565176,69.63490223884583
5,0.3159355251412643,0.40297925046512056,69.34651160240173
6,0.30942193991259526,0.4058847150632313,69.42965888977051
7,0.303755007292095,0.3916553131171635,69.29038190841675
8,0.2998582588998895,0.3952060618570873,69.2660620212555
9,0.2966566424620779,0.3926528926406588,69.30362033843994
10,0.2941023826599121,0.39948730170726776,69.43181252479553
11,0.2915989204456932,0.3952024408749172,69.57495450973511
12,0.2894661876716112,0.39518662222794126,69.55561184883118
