epoch,train_loss,train_base_loss,train_net_loss,val_loss,val_base_loss,val_net_loss,seconds
1,1.1435574293136597,1.1111361980438232,0.3242124915122986,15.399624824523926,13.399422645568848,20.00201988220215,0.31348657608032227
