epoch,train_loss,val_loss,seconds
1,0.6233474982412238,0.5184490701981953,50.84753370285034
2,0.46601357961955825,0.4745074595723833,50.72352147102356
3,0.4487543059022803,0.47255792575223105,50.88500165939331
4,0.43911185170474804,0.48285727415766033,50.82511353492737
5,0.43112458994514063,0.45720863129411426,50.88266372680664
6,0.42526972544820685,0.4435856980936868,50.88524293899536
7,0.4191774976880927,0.44811723274844034,50.92891502380371
8,0.416079506748601,0.4322815218142101,50.934521436691284
9,0.412048518030267,0.43532331926482065,50.890241861343384
10,0.4102848062389775,0.432688723717417,50.91955637931824
11,0.409962228724831,0.43300595453807283,50.96976900100708
12,0.40475443915316933,0.4346609967095511,51.02605199813843
