epoch,train_loss,val_loss,seconds
1,0.726374594161385,0.7443213505404336,69.7531316280365
2,0.6948705528911792,0.7439216077327728,69.51714897155762
3,0.693528077476903,0.7435635711465564,69.57225131988525
4,0.6936078379028722,0.7443054744175502,69.44236063957214
5,0.6928439466576827,0.7434613066060203,69.48193883895874
6,0.6923865989634865,0.7447955480643681,69.58591103553772
7,0.6917044539200632,0.7440731014524188,69.548668384552
8,0.6909692845846477,0.7442738711833954,69.64107346534729
9,0.6897547376783271,0.7485346240656716,69.50915050506592
10,0.6875242076422039,0.750954270362854,69.41845536231995
